Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  7.45     52.29    52.29                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4235 @ 8056cf5)
[1193]   0.0    0.00    0.00       1         ManipClass::~ManipClass() (mesh_manip.cc:187 @ 805a6f6) [1193]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:240 @ 80594ae) [969]
[1194]   0.0    0.00    0.00       1         SpaceClass::fileInit() (subroutines.cc:3268 @ 805409e) [1194]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:411 @ 805a1d7) [1100]
[1195]   0.0    0.00    0.00       1         SpaceClass::fileOutit() (subroutines.cc:3289 @ 805421e) [1195]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:174 @ 8059188) [928]
[1196]   0.0    0.00    0.00       1         SpaceClass::SpaceClass() (mesh_manip.cc:174 @ 805a686) [1196]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:439 @ 805a312) [642]
[1197]   0.0    0.00    0.00       1         SpaceClass::~SpaceClass() (subroutines.cc:2786 @ 805290e) [1197]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:149 @ 8059028) [910]
[1198]   0.0    0.00    0.00       1         ContainerClass::initFindAdj(PolygonClass*, int, int*) (subroutines.cc:2153 @ 804fe4a) [1198]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:91 @ 8058c61) [869]
[1199]   0.0    0.00    0.00       1         ContainerClass::initObjects(int*, int*) (subroutines.cc:2070 @ 804fc1a) [1199]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:156 @ 8059090) [915]
[1200]   0.0    0.00    0.00       1         ContainerClass::computeEdges() (subroutines.cc:2181 @ 804feea) [1200]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:131 @ 8058edc) [896]
[1201]   0.0    0.00    0.00       1         ContainerClass::initObjectEdges(PolygonClass*, int, int*) (subroutines.cc:2297 @ 8050468) [1201]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:166 @ 8059120) [923]
[1202]   0.0    0.00    0.00       1         ContainerClass::initFindNeighbor() (subroutines.cc:2167 @ 804fea4) [1202]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:139 @ 8058f75) [902]
[1203]   0.0    0.00    0.00       1         ContainerClass::initCoordsAndDist() (subroutines.cc:2123 @ 804fe04) [1203]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:213 @ 805938e) [956]
[1204]   0.0    0.00    0.00       1         ContainerClass::initObjectEdgeAngles(PolygonClass*) (subroutines.cc:2312 @ 80504dc) [1204]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:245 @ 80594fc) [974]
[1205]   0.0    0.00    0.00       1         ContainerClass::initObjectAndVertexLogFiles() (subroutines.cc:2091 @ 804fd3c) [1205]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:414 @ 805a201) [1103]
[1206]   0.0    0.00    0.00       1         ContainerClass::OutitObjectAndVertexLogFiles() (subroutines.cc:2106 @ 804fd9c) [1206]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:427 @ 805a29f) [1112]
[1207]   0.0    0.00    0.00       1         ContainerClass::writeVertexClosestDistanceToFile() (subroutines.cc:2340 @ 8050574) [1207]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:90 @ 8058c53) [868]
[1208]   0.0    0.00    0.00       1         ContainerClass::init() (subroutines.cc:2053 @ 804fb22) [1208]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:244 @ 80594ee) [973]
[1209]   0.0    0.00    0.00       1         ContainerClass::fileInit() (subroutines.cc:2225 @ 804ffea) [1209]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:413 @ 805a1f3) [1102]
[1210]   0.0    0.00    0.00       1         ContainerClass::fileOutit() (subroutines.cc:2247 @ 80501ac) [1210]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:63 @ 8058b51) [854]
[1211]   0.0    0.00    0.00       1         ContainerClass::ContainerClass() (mesh_manip.cc:63 @ 805a5fe) [1211]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:439 @ 805a312) [642]
[1212]   0.0    0.00    0.00       1         ContainerClass::~ContainerClass() (subroutines.cc:2389 @ 80507da) [1212]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:243 @ 80594e0) [972]
[1213]   0.0    0.00    0.00       1         ScanClass::updateFile() (subroutines.cc:2694 @ 8052044) [1213]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:420 @ 805a23d) [1107]
[1214]   0.0    0.00    0.00       1         ScanClass::buildMeshAfter(ContainerClass&, PolygonClass*) (subroutines.cc:2621 @ 8051c36) [1214]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:77 @ 8058b9b) [859]
[1215]   0.0    0.00    0.00       1         ScanClass::scanDir() (subroutines.cc:2398 @ 805087e) [1215]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:243 @ 80594e0) [972]
[1216]   0.0    0.00    0.00       1         ScanClass::fileInit() (subroutines.cc:2674 @ 8051fc8) [1216]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:412 @ 805a1e5) [1101]
[1217]   0.0    0.00    0.00       1         ScanClass::fileOutit() (subroutines.cc:2685 @ 805202c) [1217]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:76 @ 8058b8d) [858]
[1218]   0.0    0.00    0.00       1         ScanClass::ScanClass() (mesh_manip.cc:76 @ 805a636) [1218]
-----------------------------------------------
                0.00    0.00       1/1           main (mesh_manip.cc:439 @ 805a312) [642]
[1219]   0.0    0.00    0.00       1         ScanClass::~ScanClass() (mesh_manip.cc:76 @ 805a66e) [1219]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

 [1189] global constructors keyed to optimize_define_info (iostream:63 @ 805a4e4) [673] ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3573 @ 8054cfa) [592] ObjectClass::computeEdgeLengths() (subroutines.cc:1684 @ 804e44f)
 [1148] recordTime(std::basic_ofstream<char, std::char_traits<char> >&, long, char*) (subroutines.cc:167 @ 8049b7c) [517] ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3576 @ 8054d89) [275] ObjectClass::computeEdgeLengths() (subroutines.cc:1700 @ 804e47a)
 [202] recordTime(std::basic_ofstream<char, std::char_traits<char> >&, long, char*) (subroutines.cc:174 @ 8049bf2) [674] ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3582 @ 8054e70) [593] ObjectClass::computeEdgeLengths() (subroutines.cc:1702 @ 804e4b3)
 [646] compare_int(void const*, void const*) (subroutines.cc:159 @ 8049b6e) [675] ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3584 @ 8054eb9) [479] ObjectClass::computeEdgeLengths() (subroutines.cc:1704 @ 804e4ec)
 [1125] uniqueArray(int*, int&, int) (subroutines.cc:569 @ 804ac9a) [676] ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3596 @ 8054fff) [412] ObjectClass::computeEdgeLengths() (subroutines.cc:1706 @ 804e525)
 [647] uniqueArray(int*, int&, int) (subroutines.cc:573 @ 804acb7) [677] ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3609 @ 80551cb) [797] ObjectClass::computeEdgeLengths() (subroutines.cc:1710 @ 804e5a2)
 [772] uniqueArray(int*, int&, int) (subroutines.cc:578 @ 804ace9) [560] ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3617 @ 80552eb) [798] ObjectClass::computeEdgeLengths() (subroutines.cc:1712 @ 804e5bd)
 [773] uniqueArray(int*, int&, int) (subroutines.cc:581 @ 804acf0) [678] ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3623 @ 8055334) [1150] ObjectClass::computeGlobalParams() (subroutines.cc:1844 @ 804ee82)
 [648] uniqueArray(int*, int&, int) (subroutines.cc:588 @ 804ad1b) [518] ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3632 @ 80553ad) [347] ObjectClass::computeGlobalParams() (subroutines.cc:1857 @ 804eed7)
 [649] uniqueArray(int*, int&, int) (subroutines.cc:590 @ 804ad3b) [306] ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3633 @ 80553c1) [480] ObjectClass::computeGlobalParams() (subroutines.cc:1858 @ 804eefe)
 [535] uniqueArray(int*, int&, int) (subroutines.cc:586 @ 804ad5e) [345] ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3634 @ 80553df) [1151] ObjectClass::computeNewEdgeLengths() (subroutines.cc:1736 @ 804e7e8)
